cocoAnnID,cocoImgID,objectHuman,objectUID,vps
404899,215723,traffic light,traffic_light,bake down;arch as;aim behind;apply from;balloon onto;whistle at;call out to;climb up to;complain to;frown towards;complain about;crash into;drive through;frown about;glare at;wait at;drive through;check out;peel off from;shout at;arrange;knock out;march;break before;complain about;walk over to;stand up behind;crash without
436397,215723,person,person,admire with;ask about;bother with;blossom from;ail like;ail down;attach before;adjust with;walk over to;bike by;call out to;speak to;admire;ask about;call out to;eat with;communicate with;bounce into;sneeze onto;ask of;stumble against;socialize with;shout at;embrace;hug;perform for
1348356,488251,car,car,apply of;adjust about;adjust around;aim as;aim as;drive;operate;strap in in;fix up;ask about;drive off with;stand behind;clean out;waddle over to;drive off in;drive;wash;race;give up;open;fill up;buy;admire;ask about;hang out in;ignore;jog over to
1093657,268831,toilet,toilet,arrange as;admire before;ail before;adjust from;adjust at;clean in;sit down on;urinate into;poop into;throw up into;urinate in;crouch down on;sit on;repair;sit down on;aim into;walk towards;ask for;wipe off;sit on;clean;read on;repair;pee in;poop in;urinate in;scrub
1994872,173008,scissors,scissors,teach about;apply around;attack through;ask for;bet like;arrest into;assemble from;attach down;applaud in;open with;tear off with;peel off with;pinch with;prune with;soak;break;carry;attack with;clip with;carry around;carve with;fish out;buy with;arrange with;carve out with;carry with;clip with
483966,215723,person,person,encourage;ignore;imitate;ask about;crouch against;heave behind;push towards;shrug as;talk with;ask about;examine;ask;bother;salute;call out to;walk over to;talk to;talk to;wink at;ask about;applaud with;ask for
1094709,268831,toilet,toilet,examine;laugh at;urinate in;wipe off;walk towards;arch into;applaud by;attach down;apprehend around;aim from;sit down on;clean behind;poop in;clean;urinate in;paint on;wipe off;sit on;fill up;empty;smell;clean behind;walk by;break
2052343,215723,truck,truck,wash;buy;wax;drive;apply around;ail for;adjust down;aim down;arch off;walk by;sprint by;ask about;run towards;walk around;wait for;walk to;drive;admire;ask for;clean;check out;collide in;clean out;turn around;drive in
2119386,173008,cake,cake,apprehend in;ascend for;apply before;apprehend in;assemble into;bite into;eat;skip over;admire;bite;chew;eat;examine;bite down on;eat on;stand by;slice on;bite at;bite down into;chisel out down;package up with;scoop up through;slice off from;aim with;break down without;cart around;clean up for;drool over
1349489,488251,car,car,ask about;admire over;climb up onto;attack on;ascend into;bake over;autograph of;baptize out;wax;wash;fuel;clean;drive off in;climb into;paint by;camouflage down;admire at;commute towards;clean off;crawl on;push on;drive off in;pack up into;whisk off in
2228473,173008,oven,oven,bake in;clean out;cook on;empty out;haul out;adjust down;arrange around;admire about;applaud on;arrange into;bake with;turn on;scrub down;cook with;wipe off;bake in;brush off;admire;cart off;check out;clean up;clean behind;barbecue in;assemble;adjust;turn on;cook with;open up;adjust;unplug
125303,370208,bicycle,bicycle,race;row;ascend;descend down;assemble;wipe off;ask for;carry on without;jog over to;check out;compete over;unlock down;stand on;communicate by;browse against;fall off;climb up onto;jog over to;walk towards;wait on;bike with;race with;sit on;lock up;cover up;examine
8214,547502,dog,dog,pat;nuzzle;throw towards;call out to;discipline;brush through;paw at;chase behind;scold at;kneel down around;arrest about;apprehend as;ail before;aim before;aim as;distract from;ask about;examine about;frisk over;pinch into;call to;talk to;stroke;run with;throw to;pat;pick up;curl up with;run with;jump with;kneel by;smile at;talk to;brush off;check after;calm down around;march up to;scoop after;pick up;walk;discipline;encourage
1930413,453584,chair,chair,sit on;clean off;walk behind;stand behind;lean over;sit on;stand;pick up;kick over;lean on;attach down;applaud after;balloon up out;bathe on;balloon up in;climb up on;pull out;fall off;assemble;break;brush off;carry;destroy;clean off;fall onto;cover behind
1268441,370208,person,person,race after;run after;walk with;walk over to;aim in;aim about;adjust about;adjust about;help;talk to;encourage;walk behind;call out to;jog over to;walk by;wave to;run by;brush by;squeeze behind;sit on;crouch down onto;descend down with
15976,547502,dog,dog,arrange at;arrest behind;arrest about;arrange onto;bathe with;admire over;ask about;complain about;catch to;cheer up on;break up on;apply to;pick up;tug at;lean over;call;jog with;restrain;subdue;hunt with;bike around;aim at;barbecue behind;call out to;crouch down by
445492,54592,person,person,applaud from;ask for;assemble into;balloon out over;admire without;push over;poke at;rub;catch up to;call out to;communicate with;admire;buy;bandage;balloon up;ascend;admire;call out to;catch up to;communicate with;help;walk with;climb with;call towards
1947531,453584,chair,chair,sit on;break down;rest on;paint in;ask about;wipe off;sit on;frown without;sit on;drink on;pick up;sit down on;clean;dust off;assemble;slouch on;work about;climb up on;fall off;sit on
1810226,370208,parking meter,parking_meter,attack by;applaud at;aim around;apply by;adjust behind;break down;smash;tear up;pay at;ask about;adjust;bike by;crash into;dust off behind;break down;attach to;collide with;fall towards;mow down;fill;read;check
1948432,453584,chair,chair,adjust;arrange;check out;lift up;lean over;sit on;sit down on;wipe off;dust off;knock over;ail without;balloon in;apply for;apprehend down;apply about;climb onto;pull out;slide off;apply about;arrest down;arrest behind;applaud against;arch around;sit down on;flip over without;calm down on;stand behind;lift by
613127,54592,skis,skis,ask about;calm down on;cheer up with;cry without;socialize about;barbecue about;aim at;aim at;apply by;arch from;arrange;break;carry;fetch;crash on;race down with;hike with;hike up without;race with;ask about;yank out;talk about;arrange;discuss;pick up;buckle in onto;examine around;queue up with;shake off;stoop behind;buckle in;ascend;lift;clear;crash down;laugh through;skate with;jump over;whip out out
18297,547502,dog,dog,pick up;pat;stroke;walk;apprehend;check out;chase;flip over;bite down out;arrest from;arrest like;assemble from;bake like;pat on;run from;whistle at;pitch to;sell;pick up;hug;feed;apprehend;train;stroke;talk to;run with;hug;call
2223445,453584,chair,chair,sit on;adjust;clean off;lift;rest on;sit on;clean off;lift off;bake in;applaud at;aim as;apprehend at;ascend after;adjust around;sit on;clean down;sweep over;lift up at;socialize on;drag over;sit down on;pucker up behind;drop into;sit on;knock over;walk behind;stand on
193774,214192,person,person,admire about;applaud at;bandage up to;bike with;cheer on;brush off;arrest before;adjust at;admire from;applaud down;arch in;hug;coach;admire;applaud;call out to;applaud at;cheer on;clap at;misbehave around;bike like;applaud for;eat with;drool over
32189,246308,tv,tv,ascend against;arrest off;arrest into;bake onto;beg over;sell;repair;check out;beg for;call about;hang out by;cheer up with;give up on;admire;sit down by;ask about;dust off;turn on;adjust;lift up;yawn at;turn off;repair;fix;dust off;adjust;tune in;sit down at;adjust;adjust;arrange;check out;clean;display;clean by;tune out;ask for;wipe off behind;gamble without
1416194,54592,backpack,backpack,open;carry;drop;fill up;lift;carry with;empty out;jog with;balloon behind;attach for;applaud into;admire about;adjust about;attack onto;autograph of;arrest for;assemble at;ask on;unpack;unload;strap on;open up;apprehend;bury;lift up
206977,214192,person,person,admire over;ask about;frown over;race;applaud;photograph;cheer;arrest in;baptize for;arrest as;apply at;adjust in;ask about;talk about;lift off;applaud for;steer behind;admire;applaud;cheer;photograph;admire about;ask about;attack for;apply about;beg to
1103744,246308,laptop,laptop,clean off;type on;wipe off;arrange down;ail against;adjust about;adjust by;adjust before;wipe off around;flip over;call about;ask for;socialize on;type on;adjust with;check out from;walk over to;knock down;work on;arrange around;dust around;adjust;admire;break
662573,438226,wine glass,wine_glass,drink with;drop over;spill over;drink from;pour in;pour out;drink from;rinse out;pick up;drink with;aim at;clean around;help over;applaud at;admire;drink from;break;drink;empty;buy
1450582,54592,skis,skis,fall off;give up on;bounce off;buckle in;ascend at;adjust like;arch for;admire out;attack into;put on;race on;hunch over on;descend on;pick up;ask about;admire;lift up;shake off;wax down;put on;slide with;ski with;launch with;ski with;ski on;read about;tilt on;admire about
246444,214192,motorcycle,motorcycle,ask for;adjust as;adjust about;adjust about;aim in;admire;ask about;wash off;climb off;race against;repair;adjust;turn;rest against;strip down;admire;climb up onto;clean up after;collide with;admire;skid;race;tip over;race with;sit up on;skid on;fall off;whip around on
1105510,246308,mouse,mouse,arrange around;check for;assemble with;dust off around;rub;attach to;swing;aim;apply behind;aim around;apply from;aim by;apprehend like;clean off;admire at;assemble on;break down;carry off;drag around;draw with;lead with;pull out;wipe down;brush off;hang onto;press on;cling to;grimace at;sit down by;adjust;admire;autograph;bite down on;break;surf without;ask about;beg for;clean up around;aim for
176445,543043,boat,boat,admire;photograph;videotape;assemble onto;balloon out in;autograph on;autograph on;attach into;admire;photograph;sketch;discuss;ask about;ask about;applaud for;camp out on;check out around;clean around;float in;drive;fish from;swim from;climb onto;drink by;ask about;drive by
690825,438226,fork,fork,arch behind;adjust as;applaud around;aim around;aim after;clean;pick up;wash off;eat with;lean over;eat with;clean;mash up with;aim in;ask in;adjust in;attach down;adjust of;eat with;drag around;glare at;provide;rinse off;pick up;put down;wash;wipe off
355725,278705,car,car,walk by;run by;bike by;brush off;buy;clean up;decorate;wash off;bake out;attack into;autograph of;bake for;ask into;drive;admire;buckle up in;steer;crash;drive by;walk by;hit in;run into;run by;drive in;sit in;write in;read about;talk about
268071,543043,bus,bus,examine;photograph;eat in;walk by;sit down in;check out;applaud down;arrest about;attach of;arrange for;attach onto;clean;ignore;hang out on;camp out in;buckle up in;clean up in;eat in;sit down in;open up;tilt up;wash;clean up;clean
281039,129062,umbrella,umbrella,sit by;check out;clean;sit around;cry without;give up on;drive off with;examine around;board at;ask from;admire behind;adjust like;bandage to;admire;sit down by;assemble around;sit by;knock over;walk by;adjust;spin;eat by;rest by;sit down behind;walk towards;wait around;fold down;hang out by;race towards;stand behind;sit down by;open up;hoist up;carry about;shake off;fold up;admire;assemble;break;scratch;tap
1619396,438226,dining table,dining_table,clean around;decorate on;lean against;sit down before;admire of;autograph towards;barbecue on;bandage up off;attack from;applaud;autograph;admire;eat;lean over;sit at;drink by;admire from;eat by;congregate around;arrange on;cover up over;eat at;sneeze at;clear off;hunch over;sit down at;clear
